state	zip	pci
MO	65605	38
MO	65606	33
MO	65608	35
MO	65609	36
MO	65610	47
MO	65611	47
MO	65612	50
MO	65613	46
MO	65614	35
MO	65616	40
MO	65617	42
MO	65619	58
MO	65620	36
MO	65622	40
MO	65624	41
MO	65625	41
MO	65626	37
MO	65627	33
MO	65629	37
MO	65630	82
MO	65631	49
MO	65632	36
MO	65633	38
MO	65634	33
MO	65635	42
MO	65637	34
MO	65638	28
MO	65640	35
MO	65641	43
MO	65644	41
MO	65646	39
MO	65647	31
MO	65648	52
MO	65649	37
MO	65650	32
MO	65652	45
MO	65653	36
MO	65655	38
MO	65656	41
MO	65658	51
MO	65661	38
MO	65662	35
MO	65663	42
MO	65667	35
MO	65668	37
MO	65669	41
MO	65672	41
MO	65674	31
MO	65676	28
MO	65679	36
MO	65680	29
MO	65681	47
MO	65682	52
MO	65685	31
MO	65686	52
MO	65689	37
MO	65690	38
MO	65692	36
MO	65702	34
MO	65704	38
MO	65705	37
MO	65706	45
MO	65707	41
MO	65708	52
MO	65710	42
MO	65711	37
MO	65712	48
MO	65713	37
MO	65714	60
MO	65717	37
MO	65720	43
MO	65721	57
MO	65722	35
MO	65723	39
MO	65724	35
MO	65725	45
MO	65729	40
MO	65731	31
MO	65732	34
MO	65733	40
MO	65734	36
MO	65737	46
MO	65738	49
MO	65739	48
MO	65740	26
MO	65742	79
MO	65745	37
MO	65746	35
MO	65747	49
MO	65752	45
MO	65753	41
MO	65754	44
MO	65755	32
MO	65756	39
MO	65757	63
MO	65759	31
MO	65760	30
MO	65761	34
MO	65762	36
MO	65764	30
MO	65767	39
MO	65768	34
MO	65769	38
MO	65770	48
MO	65771	60
MO	65772	40
MO	65773	32
MO	65774	36
MO	65775	45
MO	65777	29
MO	65778	32
MO	65779	34
MO	65781	49
MO	65785	39
MO	65786	33
MO	65787	50
MO	65788	36
MO	65789	38
MO	65790	36
MO	65791	38
MO	65793	38
MO	65802	39
MO	65803	38
MO	65804	60
MO	65806	25
MO	65807	38
MO	65809	154
MO	65810	75
MT	59001	66
MT	59003	43
MT	59006	45
MT	59008	41
MT	59011	54
MT	59014	53
MT	59015	39
MT	59016	39
MT	59019	65
MT	59022	32
MT	59024	50
MT	59027	47
MT	59028	63
MT	59029	58
MT	59030	46
MT	59031	40
MT	59032	43
MT	59034	49
MT	59037	65
MT	59038	56
MT	59041	65
MT	59044	58
MT	59046	54
MT	59047	54
MT	59050	33
MT	59053	70
MT	59057	73
MT	59061	66
MT	59063	62
MT	59064	53
MT	59065	47
MT	59068	65
MT	59069	62
MT	59070	60
MT	59072	54
MT	59074	43
MT	59075	36
MT	59079	61
MT	59086	54
MT	59087	50
MT	59088	55
MT	59089	27
MT	59101	47
MT	59102	61
MT	59105	61
MT	59106	125
MT	59201	45
MT	59212	119
MT	59213	53
MT	59215	48
MT	59218	70
MT	59219	66
MT	59221	85
MT	59222	48
MT	59223	72
MT	59225	38
MT	59226	77
MT	59230	59
MT	59241	44
MT	59243	96
MT	59247	51
MT	59248	50
MT	59250	46
MT	59254	64
MT	59255	37
MT	59259	54
MT	59261	46
MT	59262	70
MT	59263	61
MT	59270	90
MT	59275	67
MT	59301	60
MT	59313	86
MT	59317	55
MT	59324	54
MT	59326	56
MT	59327	58
MT	59330	62
MT	59336	84
MT	59337	59
MT	59344	68
MT	59347	40
MT	59349	52
MT	59353	57
MT	59401	40
MT	59404	62
MT	59405	46
MT	59412	47
MT	59414	36
MT	59416	55
MT	59417	30
MT	59420	40
MT	59421	52
MT	59422	45
MT	59425	45
MT	59427	44
MT	59430	50
MT	59433	52
MT	59436	59
MT	59442	50
MT	59443	59
MT	59444	31
MT	59446	51
MT	59447	74
MT	59450	55
MT	59451	56
MT	59452	53
MT	59453	47
MT	59456	26
MT	59457	56
MT	59460	57
MT	59464	46
MT	59468	50
MT	59471	48
MT	59472	43
MT	59474	55
MT	59479	44
MT	59480	44
MT	59482	42
MT	59483	41
MT	59484	32
MT	59486	35
MT	59487	49
MT	59489	48
MT	59501	50
MT	59520	49
MT	59521	36
MT	59522	43
MT	59523	57
MT	59524	32
MT	59525	48
MT	59526	34
MT	59528	48
MT	59531	43
MT	59538	50
MT	59540	47
MT	59542	40
MT	59601	61
MT	59602	61
MT	59632	46
MT	59634	83
MT	59635	48
MT	59639	42
MT	59643	43
MT	59644	51
MT	59645	46
MT	59648	51
MT	59701	51
MT	59711	46
MT	59714	52
MT	59715	78
MT	59718	64
MT	59720	132
MT	59721	49
MT	59722	42
MT	59725	52
MT	59729	63
MT	59730	94
MT	59731	47
MT	59739	34
MT	59741	63
MT	59749	60
MT	59750	62
MT	59752	52
MT	59754	54
MT	59758	49
MT	59759	48
MT	59761	50
MT	59762	62
MT	59801	41
MT	59802	52
MT	59803	71
MT	59804	70
MT	59808	62
MT	59820	45
MT	59821	42
MT	59823	53
MT	59824	43
MT	59825	49
MT	59826	50
MT	59827	35
MT	59828	51
MT	59829	52
MT	59831	31
MT	59832	53
MT	59833	60
MT	59834	62
MT	59837	54
MT	59840	54
MT	59843	54
MT	59844	43
MT	59845	32
MT	59846	61
MT	59847	59
MT	59853	42
MT	59854	64
MT	59858	53
MT	59859	45
MT	59860	50
MT	59864	39
MT	59865	40
MT	59866	36
MT	59868	60
MT	59870	53
MT	59872	43
MT	59873	47
MT	59874	42
MT	59875	55
MT	59901	53
MT	59910	58
MT	59911	70
MT	59912	48
MT	59914	51
MT	59915	33
MT	59917	48
MT	59920	54
MT	59922	62
MT	59923	46
MT	59925	52
MT	59926	43
MT	59930	42
MT	59931	59
MT	59932	55
MT	59935	46
MT	59937	78
NE	68002	69
NE	68003	76
NE	68004	59
NE	68005	49
NE	68007	105
NE	68008	69
NE	68014	47
NE	68015	56
NE	68017	68
NE	68018	64
NE	68019	51
NE	68020	46
NE	68022	132
NE	68023	78
NE	68025	57
NE	68028	94
NE	68029	54
NE	68030	56
NE	68031	63
NE	68033	67
NE	68034	63
NE	68036	54
NE	68037	67
NE	68038	55
NE	68039	20
NE	68040	46
NE	68041	55
NE	68044	61
NE	68045	60
NE	68046	76
NE	68047	73
NE	68048	63
NE	68050	45
NE	68055	53
NE	68057	57
NE	68058	81
NE	68059	78
NE	68061	55
NE	68062	74
NE	68064	74
NE	68065	58
NE	68066	62
NE	68067	36
NE	68069	159
NE	68070	51
NE	68071	35
NE	68073	66
NE	68102	83
NE	68104	38
NE	68105	41
NE	68106	51
NE	68107	31
NE	68108	33
NE	68110	25
NE	68111	23
NE	68112	46
NE	68113	33
NE	68114	134
NE	68116	86
NE	68117	40
NE	68118	122
NE	68122	65
NE	68123	60
NE	68124	106
NE	68127	53
NE	68128	60
NE	68130	145
NE	68131	44
NE	68132	91
NE	68133	86
NE	68134	45
NE	68135	92
NE	68136	92
NE	68137	58
NE	68138	56
NE	68142	102
NE	68144	66
NE	68147	46
NE	68152	84
NE	68154	107
NE	68157	52
NE	68164	65
NE	68301	69
NE	68303	39
NE	68304	53
NE	68305	58
NE	68307	62
NE	68310	50
NE	68313	58
NE	68314	61
NE	68316	62
NE	68317	84
NE	68318	40
NE	68319	76
NE	68320	57
NE	68321	57
NE	68322	78
NE	68323	49
NE	68326	101
NE	68327	58
NE	68328	58
NE	68329	52
NE	68331	66
NE	68333	49
NE	68335	73
NE	68336	72
NE	68337	42
NE	68338	76
NE	68339	73
NE	68340	53
NE	68341	62
NE	68342	60
NE	68343	53
NE	68344	54
NE	68345	37
NE	68346	48
NE	68347	75
NE	68348	52
NE	68349	60
NE	68351	71
NE	68352	56
NE	68354	62
NE	68355	54
NE	68357	62
NE	68358	74
NE	68359	70
NE	68360	72
NE	68361	61
NE	68365	54
NE	68366	60
NE	68367	72
NE	68368	62
NE	68370	56
NE	68371	74
NE	68372	73
NE	68376	49
NE	68377	62
NE	68378	56
NE	68381	41
NE	68401	63
NE	68402	75
NE	68404	69
NE	68405	62
NE	68406	57
NE	68407	76
NE	68409	66
NE	68410	53
NE	68413	58
NE	68414	53
NE	68415	52
NE	68416	39
NE	68417	45
NE	68418	53
NE	68420	43
NE	68421	53
NE	68422	58
NE	68423	70
NE	68424	65
NE	68428	77
NE	68430	102
NE	68431	54
NE	68433	39
NE	68434	68
NE	68436	90
NE	68437	52
NE	68439	58
NE	68441	51
NE	68442	61
NE	68443	53
NE	68446	58
NE	68447	52
NE	68448	55
NE	68450	45
NE	68453	53
NE	68454	64
NE	68455	61
NE	68456	61
NE	68457	49
NE	68460	72
NE	68461	152
NE	68462	63
NE	68463	55
NE	68464	44
NE	68465	52
NE	68466	43
NE	68467	58
NE	68502	55
NE	68503	30
NE	68504	37
NE	68505	49
NE	68506	62
NE	68507	48
NE	68508	33
NE	68510	54
NE	68512	92
NE	68516	85
NE	68517	85
NE	68520	229
NE	68521	48
NE	68522	48
NE	68523	106
NE	68524	45
NE	68526	117
NE	68527	114
NE	68528	54
NE	68532	112
NE	68601	58
NE	68620	73
NE	68621	88
NE	68622	56
NE	68623	49
NE	68624	52
NE	68626	62
NE	68627	51
NE	68628	52
NE	68629	57
NE	68631	55
NE	68632	52
NE	68633	59
NE	68635	48
NE	68636	67
NE	68637	44
NE	68638	46
NE	68640	53
NE	68641	62
NE	68642	67
NE	68643	76
NE	68644	66
NE	68647	54
NE	68648	57
NE	68649	61
NE	68651	58
NE	68652	59
NE	68653	58
NE	68654	57
NE	68658	61
NE	68660	54
NE	68661	43
NE	68662	57
NE	68663	43
NE	68665	51
NE	68666	57
NE	68669	71
NE	68701	58
NE	68710	51
NE	68713	55
NE	68714	61
NE	68715	57
NE	68716	52
NE	68718	56
NE	68720	60
NE	68722	44
NE	68723	58
NE	68725	46
NE	68726	56
NE	68727	77
NE	68729	52
NE	68730	55
NE	68731	54
NE	68732	44
NE	68733	51
NE	68735	47
NE	68736	51
NE	68739	62
NE	68740	54
NE	68741	63
NE	68742	32
NE	68743	69
NE	68745	68
NE	68746	43
NE	68748	49
NE	68752	56
NE	68755	50
NE	68756	59
NE	68757	51
NE	68758	51
NE	68759	44
NE	68760	32
NE	68761	37
NE	68763	60
NE	68764	54
NE	68765	68
NE	68766	48
NE	68767	61
NE	68768	65
NE	68769	54
NE	68770	59
NE	68771	59
NE	68774	53
NE	68776	39
NE	68777	64
NE	68778	53
NE	68779	60
NE	68780	53
NE	68781	62
NE	68783	42
NE	68784	53
NE	68785	61
NE	68786	61
NE	68787	61
NE	68788	65
NE	68790	51
NE	68791	61
NE	68792	45
NE	68801	48
NE	68803	58
NE	68810	40
NE	68812	58
NE	68813	59
NE	68814	45
NE	68815	53
NE	68817	46
NE	68818	66
NE	68820	45
NE	68822	53
NE	68823	51
NE	68824	57
NE	68825	57
NE	68826	54
NE	68827	62
NE	68828	43
NE	68831	53
NE	68832	88
NE	68833	54
NE	68834	42
NE	68835	43
NE	68836	58
NE	68838	41
NE	68840	52
NE	68841	73
NE	68842	47
NE	68843	66
NE	68845	78
NE	68846	52
NE	68847	53
NE	68850	39
NE	68852	53
NE	68853	44
NE	68854	74
NE	68855	41
NE	68856	62
NE	68858	59
NE	68859	43
NE	68860	44
NE	68862	53
NE	68863	52
NE	68864	51
NE	68865	85
NE	68866	65
NE	68869	51
NE	68870	68
NE	68871	38
NE	68872	63
NE	68873	53
NE	68874	42
NE	68875	47
NE	68876	60
NE	68878	47
NE	68879	40
NE	68882	44
NE	68883	63
NE	68901	57
NE	68920	53
NE	68922	57
NE	68924	63
NE	68925	64
NE	68926	39
NE	68927	64
NE	68928	53
NE	68930	50
NE	68932	49
NE	68933	57
NE	68935	60
NE	68937	62
NE	68938	54
NE	68939	49
NE	68940	62
NE	68941	55
NE	68942	38
NE	68943	73
NE	68944	45
NE	68947	58
NE	68948	36
NE	68949	71
NE	68950	62
NE	68955	66
NE	68956	62
NE	68957	54
NE	68958	65
NE	68959	67
NE	68961	50
NE	68966	52
NE	68967	50
NE	68970	46
NE	68971	49
NE	68973	61
NE	68977	40
NE	68978	48
NE	68979	70
NE	68980	68
NE	68981	71
NE	68982	60
NE	69001	55
NE	69020	49
NE	69021	68
NE	69022	53
NE	69023	56
NE	69024	54
NE	69025	48
NE	69028	67
NE	69029	50
NE	69030	51
NE	69032	51
NE	69033	73
NE	69034	55
NE	69038	52
NE	69040	45
NE	69043	54
NE	69044	46
NE	69045	52
NE	69101	55
NE	69120	57
NE	69121	47
NE	69122	49
NE	69123	52
NE	69125	56
NE	69127	64
NE	69128	46
NE	69129	54
NE	69130	52
NE	69131	57
NE	69133	43
NE	69134	70
NE	69138	62
NE	69140	63
NE	69141	54
NE	69143	62
NE	69144	46
NE	69145	54
NE	69146	44
NE	69147	39
NE	69149	54
NE	69150	68
NE	69151	48
NE	69152	57
NE	69153	51
NE	69154	47
NE	69155	57
NE	69156	54
NE	69162	72
NE	69163	57
NE	69165	62
NE	69166	64
NE	69167	59
NE	69168	50
NE	69169	62
NE	69170	41
NE	69201	55
NE	69210	53
NE	69211	74
NE	69217	42
NE	69301	58
NE	69333	73
NE	69334	47
NE	69336	64
NE	69337	48
NE	69339	46
NE	69341	51
NE	69343	50
NE	69345	45
NE	69346	64
NE	69347	48
NE	69348	55
NE	69350	66
NE	69352	41
NE	69356	45
NE	69357	53
NE	69358	46
NE	69360	44
NE	69361	53
NE	69366	68
NE	69367	40
NV	89001	49
NV	89002	65
NV	89005	75
NV	89008	46
NV	89010	43
NV	89011	72
NV	89012	103
NV	89013	39
NV	89014	53
NV	89015	50
NV	89019	42
NV	89020	42
NV	89027	59
NV	89029	49
NV	89030	25
NV	89031	46
NV	89032	38
NV	89040	55
NV	89043	52
NV	89044	95
NV	89045	83
NV	89046	37
NV	89048	43
NV	89049	57
NV	89052	117
NV	89060	43
NV	89061	55
NV	89074	71
NV	89081	45
NV	89084	61
NV	89085	69
NV	89086	40
NV	89101	31
NV	89102	40
NV	89103	45
NV	89104	31
NV	89106	30
NV	89107	47
NV	89108	35
NV	89109	227
NV	89110	35
NV	89113	89
NV	89115	29
NV	89117	78
NV	89118	53
NV	89119	35
NV	89120	64
NV	89121	37
NV	89122	37
NV	89123	59
NV	89124	76
NV	89128	53
NV	89129	63
NV	89130	56
NV	89131	78
NV	89134	124
NV	89135	168
NV	89138	123
NV	89139	54
NV	89141	91
NV	89142	36
NV	89143	61
NV	89144	119
NV	89145	99
NV	89146	47
NV	89147	48
NV	89148	63
NV	89149	76
NV	89156	36
NV	89161	122
NV	89166	61
NV	89169	56
NV	89178	62
NV	89179	66
NV	89183	51
NV	89301	51
NV	89310	54
NV	89316	62
NV	89403	50
NV	89406	49
NV	89408	47
NV	89410	63
NV	89413	942
NV	89414	61
NV	89415	46
NV	89418	41
NV	89419	52
NV	89423	78
NV	89425	46
NV	89429	38
NV	89430	50
NV	89431	35
NV	89433	33
NV	89434	50
NV	89436	70
NV	89441	74
NV	89444	55
NV	89445	62
NV	89447	40
NV	89451	528
NV	89460	65
NV	89501	79
NV	89502	38
NV	89503	45
NV	89506	44
NV	89508	57
NV	89509	81
NV	89510	74
NV	89511	146
NV	89512	29
NV	89519	189
NV	89521	86
NV	89523	71
NV	89701	50
NV	89703	83
NV	89704	105
NV	89705	56
NV	89706	43
NV	89801	66
NV	89815	79
NV	89820	66
NV	89821	67
NV	89822	67
NV	89825	34
NV	89828	97
NV	89835	49
NH	03031	125
NH	03032	88
NH	03033	97
NH	03034	75
NH	03036	91
NH	03037	73
NH	03038	61
NH	03042	60
NH	03043	80
NH	03044	66
NH	03045	70
NH	03046	87
NH	03047	62
NH	03048	58
NH	03049	145
NH	03051	70
NH	03052	76
NH	03053	79
NH	03054	76
NH	03055	59
NH	03057	91
NH	03060	45
NH	03062	85
NH	03063	72
NH	03064	64
NH	03070	87
NH	03071	61
NH	03076	79
NH	03077	56
NH	03079	76
NH	03082	74
NH	03084	71
NH	03086	75
NH	03087	155
NH	03101	56
NH	03102	45
NH	03103	42
NH	03104	63
NH	03106	68
NH	03109	59
NH	03110	144
NH	03216	58
NH	03217	49
NH	03218	56
NH	03220	53
NH	03221	58
NH	03222	54
NH	03223	60
NH	03224	79
NH	03225	52
NH	03226	136
NH	03227	78
NH	03229	120
NH	03230	48
NH	03233	137
NH	03234	57
NH	03235	42
NH	03237	61
NH	03240	46
NH	03241	68
NH	03242	71
NH	03243	46
NH	03244	53
NH	03245	92
NH	03246	57
NH	03249	79
NH	03251	51
NH	03253	76
NH	03254	97
NH	03255	92
NH	03256	58
NH	03257	136
NH	03258	68
NH	03259	62
NH	03261	58
NH	03262	44
NH	03263	49
NH	03264	54
NH	03266	42
NH	03268	60
NH	03269	66
NH	03275	53
NH	03276	48
NH	03278	62
NH	03279	42
NH	03280	57
NH	03281	63
NH	03282	53
NH	03284	55
NH	03285	49
NH	03287	72
NH	03290	74
NH	03291	56
NH	03301	66
NH	03303	52
NH	03304	99
NH	03307	61
NH	03431	64
NH	03440	54
NH	03441	39
NH	03442	47
NH	03443	79
NH	03444	97
NH	03445	48
NH	03446	55
NH	03447	58
NH	03448	54
NH	03449	99
NH	03450	81
NH	03451	44
NH	03452	56
NH	03455	59
NH	03456	53
NH	03457	77
NH	03458	83
NH	03461	63
NH	03462	85
NH	03464	65
NH	03465	44
NH	03466	78
NH	03467	71
NH	03470	45
NH	03561	49
NH	03570	38
NH	03574	55
NH	03576	43
NH	03579	51
NH	03580	95
NH	03581	47
NH	03582	36
NH	03583	50
NH	03584	53
NH	03585	47
NH	03586	92
NH	03588	47
NH	03590	31
NH	03592	41
NH	03593	72
NH	03598	41
NH	03601	47
NH	03602	56
NH	03603	46
NH	03605	51
NH	03607	47
NH	03608	86
NH	03609	44
NH	03740	51
NH	03741	55
NH	03743	46
NH	03745	70
NH	03748	67
NH	03750	312
NH	03752	49
NH	03753	100
NH	03755	177
NH	03765	54
NH	03766	70
NH	03768	173
NH	03770	122
NH	03771	53
NH	03773	48
NH	03774	47
NH	03777	68
NH	03779	62
NH	03780	56
NH	03781	89
NH	03782	124
NH	03784	67
NH	03785	41
NH	03801	88
NH	03809	75
NH	03810	89
NH	03811	88
NH	03812	43
NH	03813	49
NH	03814	43
NH	03816	69
NH	03817	55
NH	03818	44
NH	03819	68
NH	03820	62
NH	03823	103
NH	03824	110
NH	03825	66
NH	03826	70
NH	03827	92
NH	03830	54
NH	03833	92
NH	03835	46
NH	03836	60
NH	03837	56
NH	03838	63
NH	03839	52
NH	03840	108
NH	03841	80
NH	03842	80
NH	03844	138
NH	03845	58
NH	03846	118
NH	03848	68
NH	03849	54
NH	03851	56
NH	03852	56
NH	03853	101
NH	03855	65
NH	03856	122
NH	03857	63
NH	03858	71
NH	03860	54
NH	03861	79
NH	03862	126
NH	03864	44
NH	03865	65
NH	03867	49
NH	03868	50
NH	03869	65
NH	03870	167
NH	03872	54
NH	03873	68
NH	03874	56
NH	03875	59
NH	03878	49
NH	03882	40
NH	03883	43
NH	03884	69
NH	03885	113
NH	03886	42
NH	03887	48
NH	03890	48
NH	03894	105
NJ	07001	58
NJ	07002	54
NJ	07003	61
NJ	07004	116
NJ	07005	117
NJ	07006	142
NJ	07008	47
NJ	07009	112
NJ	07010	69
NJ	07011	40
NJ	07012	77
NJ	07013	74
NJ	07014	83
NJ	07016	111
NJ	07017	35
NJ	07018	34
NJ	07020	131
NJ	07021	326
NJ	07022	39
NJ	07023	115
NJ	07024	99
NJ	07026	40
NJ	07027	80
NJ	07028	210
NJ	07029	45
NJ	07030	149
NJ	07031	63
NJ	07032	48
NJ	07033	68
NJ	07034	62
NJ	07035	75
NJ	07036	48
NJ	07039	276
NJ	07040	131
NJ	07041	146
NJ	07042	144
NJ	07043	236
NJ	07044	118
NJ	07045	154
NJ	07046	319
NJ	07047	45
NJ	07050	33
NJ	07052	101
NJ	07054	82
NJ	07055	36
NJ	07057	50
NJ	07058	143
NJ	07059	223
NJ	07060	43
NJ	07062	47
NJ	07063	42
NJ	07064	58
NJ	07065	56
NJ	07066	88
NJ	07067	79
NJ	07068	138
NJ	07069	229
NJ	07070	98
NJ	07071	65
NJ	07072	65
NJ	07073	64
NJ	07074	66
NJ	07075	83
NJ	07076	136
NJ	07077	61
NJ	07078	848
NJ	07079	165
NJ	07080	69
NJ	07081	111
NJ	07082	172
NJ	07083	66
NJ	07086	100
NJ	07087	34
NJ	07088	44
NJ	07090	230
NJ	07092	164
NJ	07093	51
NJ	07094	95
NJ	07095	85
NJ	07102	64
NJ	07103	29
NJ	07104	32
NJ	07105	34
NJ	07106	34
NJ	07107	28
NJ	07108	27
NJ	07109	51
NJ	07110	82
NJ	07111	33
NJ	07112	31
NJ	07114	27
NJ	07201	30
NJ	07202	34
NJ	07203	45
NJ	07204	59
NJ	07205	54
NJ	07206	28
NJ	07208	43
NJ	07302	125
NJ	07304	39
NJ	07305	47
NJ	07306	46
NJ	07307	48
NJ	07310	140
NJ	07311	193
NJ	07401	208
NJ	07403	75
NJ	07405	130
NJ	07407	54
NJ	07410	89
NJ	07416	54
NJ	07417	344
NJ	07418	74
NJ	07419	72
NJ	07420	62
NJ	07421	75
NJ	07422	72
NJ	07423	290
NJ	07424	73
NJ	07430	128
NJ	07432	94
NJ	07435	101
NJ	07436	111
NJ	07438	84
NJ	07439	63
NJ	07440	79
NJ	07442	73
NJ	07444	103
NJ	07446	143
NJ	07450	229
NJ	07452	173
NJ	07456	101
NJ	07457	80
NJ	07458	391
NJ	07460	76
NJ	07461	69
NJ	07462	61
NJ	07463	91
NJ	07465	87
NJ	07470	109
NJ	07480	82
NJ	07481	221
NJ	07501	25
NJ	07502	34
NJ	07503	30
NJ	07504	33
NJ	07505	24
NJ	07506	71
NJ	07508	60
NJ	07512	78
NJ	07513	27
NJ	07514	30
NJ	07522	25
NJ	07524	26
NJ	07601	56
NJ	07603	57
NJ	07604	82
NJ	07605	98
NJ	07606	55
NJ	07607	76
NJ	07621	72
NJ	07624	148
NJ	07626	201
NJ	07627	235
NJ	07628	72
NJ	07630	105
NJ	07631	146
NJ	07632	243
NJ	07640	141
NJ	07641	172
NJ	07642	117
NJ	07643	57
NJ	07644	46
NJ	07645	152
NJ	07646	76
NJ	07647	93
NJ	07648	139
NJ	07649	152
NJ	07650	51
NJ	07652	105
NJ	07656	127
NJ	07657	60
NJ	07660	64
NJ	07661	102
NJ	07662	68
NJ	07663	68
NJ	07666	112
NJ	07670	297
NJ	07675	134
NJ	07676	110
NJ	07677	227
NJ	07701	100
NJ	07702	140
NJ	07704	229
NJ	07711	146
NJ	07712	73
NJ	07716	105
NJ	07717	111
NJ	07718	71
NJ	07719	86
NJ	07720	64
NJ	07721	58
NJ	07722	254
NJ	07723	188
NJ	07724	76
NJ	07726	103
NJ	07727	91
NJ	07728	85
NJ	07730	73
NJ	07731	72
NJ	07732	72
NJ	07733	206
NJ	07734	47
NJ	07735	55
NJ	07737	80
NJ	07738	142
NJ	07739	183
NJ	07740	58
NJ	07746	136
NJ	07747	86
NJ	07748	102
NJ	07750	176
NJ	07751	145
NJ	07753	58
NJ	07755	94
NJ	07756	72
NJ	07757	106
NJ	07758	76
NJ	07760	352
NJ	07762	124
NJ	07764	94
NJ	07801	45
NJ	07803	63
NJ	07821	98
NJ	07822	81
NJ	07823	61
NJ	07825	82
NJ	07826	71
NJ	07827	58
NJ	07828	69
NJ	07830	169
NJ	07832	80
NJ	07834	117
NJ	07836	105
NJ	07838	73
NJ	07840	77
NJ	07843	67
NJ	07847	62
NJ	07848	85
NJ	07849	85
NJ	07850	68
NJ	07851	73
NJ	07852	90
NJ	07853	146
NJ	07856	81
NJ	07857	51
NJ	07860	77
NJ	07863	66
NJ	07865	84
NJ	07866	88
NJ	07869	136
NJ	07871	126
NJ	07874	70
NJ	07876	94
NJ	07882	68
NJ	07885	61
NJ	07901	304
NJ	07920	207
NJ	07921	135
NJ	07922	158
NJ	07924	263
NJ	07927	102
NJ	07928	263
NJ	07930	210
NJ	07931	804
NJ	07932	158
NJ	07933	117
NJ	07934	240
NJ	07935	207
NJ	07936	116
NJ	07940	184
NJ	07945	329
NJ	07946	147
NJ	07950	116
NJ	07960	160
NJ	07974	167
NJ	07976	845
NJ	07980	109
NJ	07981	103
NJ	08002	68
NJ	08003	127
NJ	08004	58
NJ	08005	60
NJ	08007	58
NJ	08008	100
NJ	08009	67
NJ	08010	48
NJ	08012	59
NJ	08014	51
NJ	08015	47
NJ	08016	61
NJ	08019	68
NJ	08020	76
NJ	08021	45
NJ	08022	87
NJ	08026	69
NJ	08027	61
NJ	08028	58
NJ	08029	53
NJ	08030	43
NJ	08031	47
NJ	08033	147
NJ	08034	86
NJ	08035	88
NJ	08036	90
NJ	08037	61
NJ	08041	74
NJ	08043	110
NJ	08045	44
NJ	08046	46
NJ	08048	81
NJ	08049	51
NJ	08050	63
NJ	08051	63
NJ	08052	49
NJ	08053	87
NJ	08054	89
NJ	08055	117
NJ	08056	114
NJ	08057	170
NJ	08059	54
NJ	08060	61
NJ	08061	87
NJ	08062	110
NJ	08063	49
NJ	08065	58
NJ	08066	41
NJ	08067	63
NJ	08068	48
NJ	08069	44
NJ	08070	59
NJ	08071	65
NJ	08075	60
NJ	08077	82
NJ	08078	49
NJ	08079	50
NJ	08080	82
NJ	08081	61
NJ	08083	56
NJ	08084	56
NJ	08085	88
NJ	08086	67
NJ	08087	56
NJ	08088	77
NJ	08089	53
NJ	08090	68
NJ	08091	54
NJ	08092	69
NJ	08093	45
NJ	08094	59
NJ	08096	61
NJ	08097	63
NJ	08098	75
NJ	08102	25
NJ	08103	25
NJ	08104	23
NJ	08105	24
NJ	08106	60
NJ	08107	50
NJ	08108	72
NJ	08109	54
NJ	08110	36
NJ	08201	53
NJ	08202	133
NJ	08203	62
NJ	08204	58
NJ	08205	55
NJ	08210	57
NJ	08215	54
NJ	08221	109
NJ	08223	71
NJ	08225	67
NJ	08226	84
NJ	08230	72
NJ	08232	29
NJ	08234	57
NJ	08241	73
NJ	08242	45
NJ	08243	81
NJ	08244	49
NJ	08247	101
NJ	08251	39
NJ	08260	45
NJ	08270	55
NJ	08302	43
NJ	08310	50
NJ	08311	47
NJ	08312	54
NJ	08314	42
NJ	08317	56
NJ	08318	62
NJ	08319	61
NJ	08322	66
NJ	08323	65
NJ	08324	45
NJ	08326	44
NJ	08327	44
NJ	08328	50
NJ	08330	53
NJ	08332	47
NJ	08340	62
NJ	08341	42
NJ	08343	68
NJ	08344	53
NJ	08345	41
NJ	08346	38
NJ	08348	53
NJ	08349	43
NJ	08350	51
NJ	08353	55
NJ	08360	40
NJ	08361	70
NJ	08401	28
NJ	08402	103
NJ	08403	120
NJ	08406	59
NJ	08501	108
NJ	08502	171
NJ	08505	74
NJ	08510	132
NJ	08511	56
NJ	08512	118
NJ	08514	93
NJ	08515	111
NJ	08518	63
NJ	08520	76
NJ	08525	140
NJ	08527	72
NJ	08528	83
NJ	08530	116
NJ	08533	72
NJ	08534	193
NJ	08535	136
NJ	08536	107
NJ	08540	222
NJ	08542	155
NJ	08550	208
NJ	08551	132
NJ	08553	113
NJ	08554	57
NJ	08558	262
NJ	08559	145
NJ	08560	149
NJ	08562	59
NJ	08608	25
NJ	08609	27
NJ	08610	49
NJ	08611	28
NJ	08618	41
NJ	08619	67
NJ	08620	72
NJ	08628	73
NJ	08629	35
NJ	08638	46
NJ	08640	48
NJ	08641	41
NJ	08648	89
NJ	08690	79
NJ	08691	117
NJ	08701	57
NJ	08721	64
NJ	08722	55
NJ	08723	60
NJ	08724	65
NJ	08730	136
NJ	08731	63
NJ	08733	44
NJ	08734	70
NJ	08735	92
NJ	08736	115
NJ	08738	245
NJ	08741	74
NJ	08742	85
NJ	08750	200
NJ	08751	50
NJ	08752	75
NJ	08753	66
NJ	08755	74
NJ	08757	43
NJ	08758	68
NJ	08759	48
NJ	08801	136
NJ	08802	113
NJ	08804	83
NJ	08805	54
NJ	08807	116
